sifra,vrsta_dela,lokacija,neto_placilo,trajanje,delovnik,prosta_mesta
384468,POMOČ UPORABNIKOM,LJUBLJANA,5.75 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

384470,INVENTURA,MARIBOR EUROPARK,5.21 €/h neto,8. 11. 2022,PO DOGOVORU,20

384473,DELO V SKLADIŠČU,BERTOKI,5.21 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

384478,PROMOCIJA,PTUJ,6.50 €/h neto,CCA. 1 TEDEN,PO DOGOVORU,

384480,POMOČ V KUHINJI,IDRIJA,5.83 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

384481,STREŽBA,LENART,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

384485,VODENJE,MARIBOR,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

384486,KOMERCIALNA DELA,LJUBLJANA - BTC,5.21 €/h neto,PO DOGOVORU,DOPOLDAN,

384489,PROJEKTNO DELO,OD DOMA,7.30 €/h neto,PO DOGOVORU,PO DOGOVORU,

384492,DELO V PROIZVODNJI,LJUBLJANA,6.34 €/h neto,1 - 2 MESECA,DOPOLDAN,

384493,STREŽBA,KRANJ,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

384497,POMOČ PRI PRODAJI,LJUBLJANA CITYPARK,5.21 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,

384498,ELEKTROTEHNIČNA DELA,LJUBLJANA IN GORENJSKA,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,2

384501,DELO V LABORATORIJU,ŽALEC,5.49 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

384503,DELO V AVTOPRALNICI,LJUBLJANA  LAVRICA,6.34 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

384505,TEHNIČNA POMOČ,LJUBLJANA,5.92 €/h neto,2 MESECA ,DOPOLDAN,

384508,POMOČ V STREŽBI,CELJE,7.61 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

384510,ADMINISTRATIVNA DELA,LJUBLJANA,5.22 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

384512,ADMINISTRATIVNA DELA,LJUBLJANA,5.92 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,2

384519,ARANŽIRANJE,LJUBLJANA,6.08 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,2

384521,ADMINISTRATIVNA DELA,KAMNIK,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

384523,ADMINISTRATIVNA DELA,NOVO MESTO,5.21 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

384524,INVENTURA,KOPER,5.58 €/h neto,8. 11. 2022,DOPOLDAN,10

384525,POMOČ V STREŽBI,RADOVLJICA,6.80 €/h neto,PO DOGOVORU,PO DOGOVORU,2

384530,POMOČNIK VZGOJITELJA/VZGOJITELJICE,LJUBLJANA ŠENTVID,5.21 €/h neto,PO DOGOVORU,DOPOLDAN,3

384532,POMOČ PRI PRODAJI,LJUBLJANA BTC,5.92 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,3

384533,POMOČ PRI PRODAJI,LJUBLJANA RUDNIK,5.21 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

384538,POMOČ V STREŽBI,ŠKOFJA LOKA,6.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

384539,POMOČ PRI PRODAJI,KRANJ,6.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

384540,POMOČ PRI PRODAJI,PTUJ,6.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

384541,INVENTURA,VELENJE,5.58 €/h neto,8. 11. 2022,PO DOGOVORU,8

384542,POMOČ V KUHINJI,LJUBLJANA,5.70 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,2

384544,POMOČ PRI PRODAJI,PORTOROŽ,5.21 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

384548,DELO V PROIZVODNJI,MARIBOR,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

384553,POMOČ V TRGOVINI,MORAVČE,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

384563,PRODAJA,NOVA GORICA,5.21 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

384565,ADMINISTRATIVNA DELA,NAZARJE,6.34 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

384567,PRODAJA,LJUBLJANA,5.92 €/h neto,OD 21. DO 27. 11. 2022,IZMENSKO,6

384568,ČIŠČENJE,KRŠKO,5.92 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,

384570,DELO V SKLADIŠČU,KRANJ,5.21 €/h neto,PO DOGOVORU,PO DOGOVORU,

384571,STREŽBA,PRESTRANEK,5.80 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

384573,POMOČ V TRGOVINI,ILIRSKA BISTRICA,6.76 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,3

384576,DELO NA RECEPCIJI,LJUBLJANA,5.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

384577,POMOČ V TRGOVINI,LJUBLJANA,6.80 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,

384578,POMOČ V STREŽBI,LJUBLJANA,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,3

384579,POMOČ PRI PRODAJI,MURSKA SOBOTA,5.21 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

384580,STREŽBA HRANE IN PIJAČE,LJUBLJANA - ŠENTVID,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,2

384587,POUČEVANJE,LJUBLJANA,10.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,3

384591,MARKETING,LJUBLJANA,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

384592,POMOČ NA PODROČJU MARKETINGA,LJUBLJANA,5.24 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

384594,SOBAR/ICA,LJUBLJANA,6.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,3

384596,POMOČ V TRGOVINI,LOGATEC,5.32 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

384597,VZDRŽEVANJE,VISOKO,8.00 €/h neto,DO 20. 12. 2022,PO DOGOVORU,

384598,STROKOVNO DELO,LJUBLJANA,6.76 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,2

384603,POMOČ V STREŽBI,KOPER,5.80 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

384605,POMOČ PRI PRODAJI,LJUBLJANA - BEŽIGRAD,5.72 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

384609,MASER/KA,PODČETRTEK,5.30 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,3

384610,BLAGAJNIK,RIMSKE TOPLICE,5.21 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

384611,PAKIRANJE,MARIBOR,5.30 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO) OZ. PO DOGOVORU,DOPOLDAN,

384612,POMOČ PRI PRODAJI,METLIKA,6.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

384613,POMOČ PRI PRODAJI,RATEČE,6.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,5

384615,DELO NA RECEPCIJI,VERŽEJ,5.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

384616,KURIR/KA,LJUBLJANA CENTER,5.21 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

384623,POMOČ PRI PRODAJI,LJUBLJANA RUDNIK,5.21 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

384626,INVENTURA,ŠENTJUR,5.32 €/h neto,10. 11. 2022,DOPOLDAN,16

384627,STREŽBA,KRANJ,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

384632,POMOČ V TRGOVINI,TRZIN,6.76 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

384633,DELO V SKLADIŠČU,LJUBLJANA ČRNUČE,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,2

384634,STREŽBA HRANE IN PIJAČE,LJUBLJANA - IG,9.00 €/h neto,PO DOGOVORU,PO DOGOVORU,2

384635,STREŽBA,KAMNIK,5.93 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

384637,STREŽBA HRANE IN PIJAČE,SLOVENSKA BISTRICA,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

384638,POMOČ PRI PRODAJI,LJUBLJANA,5.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

384639,STREŽBA,ZAGORJE OB SAVI,6.61 €/h neto,PO DOGOVORU,PO DOGOVORU,

384640,STREŽBA,LJUBLJANA,8.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

384641,BLAGAJNIK,LJUBLJANA,6.76 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

384644,DELO V SKLADIŠČU,MARIBOR,6.50 €/h neto,3 MESECI,PO DOGOVORU,

384645,FIZIČNA DELA,TRZIN,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

384646,DELO NA RECEPCIJI,"RADOMLJE, VOLČJI POTOK",5.21 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

384647,TRŽENJE,LJUBLJANA IN OKOLICA,8.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,2

384648,ANIMATOR/KA,NOVA GORICA,6.50 €/h neto,14. 11. -19. 11. 2022,PO DOGOVORU,3

384649,ANIMATOR/KA,KOPER,6.50 €/h neto,19. 11. -26. 11. 2022,PO DOGOVORU,3

384650,POMOČ V TRGOVINI,LJUBLJANA BTC,6.30 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

384651,TRŽENJE,LJUBLJANA,9.29 €/h neto,PO DOGOVORU,PO DOGOVORU,

384652,PRODAJA,LJUBLJANA CENTER,5.21 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

384654,ADMINISTRATIVNA DELA,LJUBLJANA,5.50 €/h neto,CCA 4 MESECE,POPOLDAN,5

384655,PRODAJA,"DOMŽALE, ŠTUDA",6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,2

384661,POMOČ V TRGOVINI,RADOVLJICA,5.32 €/h neto,PO DOGOVORU,IZMENSKO,3

384663,POUČEVANJE,LJUBLJANA IN OKOLICA,10.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,2

384664,ZAHTEVNA ADMINISTRATIVNA DELA,LJUBLJANA,7.77 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

384666,DELO S STRANKAMI,LJUBLJANA,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,2

384667,DELO V SKLADIŠČU,DOMŽALE,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,4

384670,ANKETIRANJE PO TELEFONU,ŠKOFJA LOKA,6.50 €/h neto,NOVEMBER 2022,PO DOGOVORU,3

384672,DELO V PROIZVODNJI,KRANJ,5.49 €/h neto,DO 23. 12. 2022,DOPOLDAN,3

384673,DELO NA STOJNICI,LJUBLJANA,9.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,5

384674,DELO NA STOJNICI,MARIBOR,9.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,5

384675,DELO NA TERENU,KOPER,9.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,5

384676,DELO NA STOJNICI,"CELJE, VELENJE",9.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,5

384677,DELO NA STOJNICI,KRANJ,9.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,5

384678,DELO NA STOJNICI,"SLOVENJ GRADEC, DRAVOGRAD",9.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,5

384679,DELO NA STOJNICI,MURSKA SOBOTA,9.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,5

384680,DELO NA STOJNICI,NOVO MESTO,9.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,5

384681,DELO NA STOJNICI,KRŠKO,9.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,5

384682,POMOČ PRI PRODAJI,LESCE,5.75 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

384683,DELO V SKLADIŠČU,LESCE,5.75 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,2

384685,POMOČ V KUHINJI,PREDDVOR,8.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

384686,DELO Z OTROKI,CELJE,8.45 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

384687,DELO Z OTROKI,NOVO MESTO,8.45 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

384688,MARKETING,LJUBLJANA ČRNUČE,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

384690,DELO NA TERENU,DELO NA TERENU,6.76 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

384691,ELEKTROTEHNIČNA DELA,NOVO MESTO,8.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

384700,DELO V PROIZVODNJI,NAKLO,5.21 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,4

384704,POMOČ V KUHINJI,GORNJA RADGONA,6.76 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

384709,RAČUNOVODSKA DELA,LJUBLJANA,6.42 €/h neto,PO DOGOVORU,DOPOLDAN,

384710,PROMOCIJA,PO SLOVENIJI,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

384711,ADMINISTRATIVNA DELA,LJUBLJANA - VIČ,6.50 €/h neto,PO DOGOVORU,DOPOLDAN,

384712,PRODAJA,KAMNIK,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

384713,PRODAJA,DOMŽALE,5.92 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

384715,POMOČ PRI PRODAJI,LJUBLJANA,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

384716,POMOČ V TRGOVINI,IVANČNA GORICA,6.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,

384717,BLAGAJNIK,LJUBLJANA BTC,5.92 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,4

384719,DELO S STRANKAMI,LJUBLJANA CENTER,6.76 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

384723,POUČEVANJE,LJUBLJANA,10.00 €/h neto,PO DOGOVORU,DOPOLDAN,

384725,DELO NA BENCINSKEM SERVISU,FRAM,5.89 €/h neto,"TAKOJ, DLJE ČASA (ZAČ. IN OBČ. DELO)",IZMENSKO,3

384726,STREŽBA,OREHOVA VAS,6.23 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

384727,STREŽBA HRANE IN PIJAČE,LJUBLJANA BEŽIGRAD,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,3

384728,STREŽBA,LJUBLJANA BTC,6.34 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,4

384731,STREŽBA,ROGAŠKA SLATINA,5.21 €/h neto,PO DOGOVORU,MED VIKENDI,

384732,DELO V SKLADIŠČU,SEŽANA,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

384735,ADMINISTRATIVNA DELA,LJUBLJANA BTC,6.76 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

384737,INVENTURA,KOPER,6.08 €/h neto,CCA 2 TEDNA,PO DOGOVORU,

384739,STROJNIŠKA DELA,ŽIRI,6.28 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

384742,ADMINISTRATIVNA DELA,LJUBLJANA,7.00 €/h neto,PO DOGOVORU,DOPOLDAN,

384744,ROČNA DELA,SLOVENSKE KONJICE,5.21 €/h neto,DO 7. 11. 2022,IZMENSKO,8

384751,DELO V FARMACIJI,LJUBJANA,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

384754,DIGITALNI MARKETING,LJUBLJANA,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

384756,KLICNI CENTER,LJUBLJANA - ČRNUČE,6.08 €/h neto,2-3 MESECE,IZMENSKO,20

384757,POMOČ V KUHINJI,KOPER,5.49 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,2

384759,POMOČ V TRGOVINI,LJUBLJANA - ŠIŠKA,5.92 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

384760,PRODAJA,LJUBLJANA CENTER,6.34 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,3

384761,DEKLARIRANJE,LJUBLJANA,5.21 €/h neto,PO DOGOVORU ,DOPOLDAN,2

384765,POMOČ PRI PRODAJI,LJUBLJANA,5.92 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,3

384770,STREŽBA,KRANJ,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

384771,POMOČ V KUHINJI,LJUBLJANA,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO) OZIROMA PO DOGOVORU,PO DOGOVORU,

384773,POMOČNIK VZGOJITELJA/VZGOJITELJICE,MARIBOR,5.92 €/h neto,PO DOGOVORU,DOPOLDAN,3

384774,VADITELJ/ICA,LJUBLJANA,8.00 €/h neto,PO DOGOVORU,POPOLDAN,2

384778,STREŽBA HRANE IN PIJAČE,RESTAVRACIJA MARINA PORTOROŽ,7.00 €/h neto,PO DOGOVORU,IZMENSKO,2

384779,STREŽBA,KRANJ,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

384780,DELO V VELNESU,DOMŽALE,6.00 €/h neto,PO DOGOVORU,PO DOGOVORU,2

384782,STREŽBA,KRANJ,8.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

384784,STREŽBA,LJUBLJANA - BTC,7.00 €/h neto,"DLJE ČASA, PO DOGOVORU ",DOPOLDAN,2

384785,POMOČ PRI PRODAJI,LJUBLJANA MOSTE,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,

384787,PRODAJA,LJUBLJANA ALEJA,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

384788,KLICNI CENTER,LJUBLJANA,5.75 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO) ,PO DOGOVORU,5

384789,POMOČ PRI PRODAJI,SLOVENJ GRADEC,5.21 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,4

384790,STREŽBA,ŠKOFJA LOKA,6.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

384792,POMOČ PRI PRODAJI,CELJE,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,3

384793,POMOČ PRI PRODAJI,LJUBLJANA,5.92 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

384795,KNJIGOVODSKA DELA,LJUBLJANA,6.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

384796,DELO NA RECEPCIJI,TRZIN,6.10 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,

384797,POMOČ PRI PRODAJI,LJUBLJANA,5.21 €/h neto,PO DOGOVORU,PO DOGOVORU,

384798,DELO NA RECEPCIJI,LJUBLJANA,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

384800,POMOČ PRI PRODAJI,LOGATEC,5.21 €/h neto,PO DOGOVORU,PO DOGOVORU,

384801,ČIŠČENJE,TRŽIČ,5.21 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO) OZ. PO DOGOVORU,POPOLDAN,

384802,STREŽBA,HOTEMAŽE,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

384805,ADMINISTRATIVNA DELA,LJUBLJANA,6.09 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

384808,POMOČ V TRGOVINI,ZARA LJUBLJANA - BTC,6.34 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,10

384810,STREŽBA,MARIBOR,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

384811,KOZMETIČNE STORITVE,LJUBLJANA,7.00 €/h neto,PO DOGOVORU,IZMENSKO,

384812,ADMINISTRATIVNA DELA,MARIBOR,5.72 €/h neto,"DLJE ČASA (ZAČ. IN OBČ. DELO), PO DOGOVORU",DOPOLDAN,

384813,INFORMACIJSKO KOMUNIKACIJSKA DELA,LJUBLJANA BTC,6.76 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

384814,POMOČ PRI PRODAJI,NOVA GORICA,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

384815,ADMINISTRATIVNA DELA,LJUBLJANA,5.49 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

384816,ADMINISTRATIVNA DELA,LJUBLJANA,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

384821,STREŽBA,DOMŽALE,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,3

384822,PRODAJA,NOVO MESTO,6.30 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

384823,DELO NA STOJNICI,RADOMLJE/ VOLČJI POTOK,7.50 €/h neto,2 MESECA,POPOLDAN,6

384825,ČIŠČENJE,MARIBOR,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

384826,STREŽBA HRANE IN PIJAČE,LJUBLJANA ŠIŠKA,6.80 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

384827,PRODAJA,TRZIN,7.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

384829,PROMOCIJA,LJUBLJANA Z OKOLICO,7.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,3

384830,TRŽENJE,MARIBOR IN OKOLICA,8.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,2

384831,DELO NA RECEPCIJI,MORAVSKE TOPLICE,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

384834,POMOČ PRI PRODAJI,LJUBLJANA RUDNIK,6.30 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

384835,STREŽBA,MARIBOR,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

384839,STROJNIŠKA DELA,TRBOVLJE,5.92 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

384841,DELO V PROIZVODNJI,ŠKOFJA LOKA,6.76 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

384843,POMOČ V STREŽBI,LJUBLJANA,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,4

384844,DELO V SKLADIŠČU,ŠENČUR,5.89 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

384845,BLAGAJNIK,MEŽICA,5.21 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

384847,SORTIRANJE,MARIBOR,8.45 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

384849,PROJEKTIRANJE,RADOVLJICA,6.50 €/h neto,PO DOGOVORU ,DOPOLDAN,

384850,PAKIRANJE,RADOMLJE,5.30 €/h neto,NOVEMBER 2022,PO DOGOVORU,5

384852,POMOČ NA PODROČJU MARKETINGA,LJUBLJANA,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

384862,DELO NA RECEPCIJI,LJUBLJANA  CENTER,6.80 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

384863,DELO V SKLADIŠČU,NAKLO,7.61 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

384864,PRODAJA,LJUBLJANA CENTER,6.76 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

384866,POMOČ PRI PRODAJI,LJUBLJANA RUDNIK,5.21 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,5

384867,STREŽBA,KAMNIK,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,2

384871,POMOČ PRI PRODAJI,LENDAVA,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

384872,POMOČ V STREŽBI,ANKARAN,5.21 €/h neto,PO DOGOVORU,IZMENSKO,

